filename,ground_truth,normalized_transcripts
5348024557506333_f148_chunk_19_subchunk_1.wav,अनंतदेव का टेम्पल है वह vhaँ pr देखा और हम स्पाइस फार्म देखने के लिए गए उन टूरिस्ट के साथ,अनंतदेव का टेम्पल है वह vhaँ pr देखा और हम स्पाइस फार्म देखने के लिए गए उन टूरिस्ट के साथ
5348024557506333_f148_chunk_1_subchunk_1.wav,खांडेपार से paँch किलोमीटर हमारा गाँव है,खांडेपार से paँch किलोमीटर हमारा गाँव है
5348024557506333_f148_chunk_20_subchunk_1.wav,वहाँ pr हमने,वहाँ pr हमने
5348024557506333_f148_chunk_21_subchunk_1.wav,तरह तरह ke,तरह तरह ke
5348024557506333_f148_chunk_22_subchunk_1.wav,स्पाइसेस के paudhe देखें,स्पाइसेस के paudhe देखें
5348024557506333_f148_chunk_23_subchunk_1.wav,वहाँ जाने के लिए बीच में एक talab लगता है और उन us तालाब के ऊपर से उन्होंने लकड़ियों का,वहाँ जाने के लिए बीच में एक talab लगता है और उन us तालाब के ऊपर से उन्होंने लकड़ियों का
5348024557506333_f148_chunk_24_subchunk_1.wav,वह ब्रिज bnaya था,वह ब्रिज bnaya था
5348024557506333_f148_chunk_25_subchunk_1.wav,और us तालाब में,और us तालाब में
5348024557506333_f148_chunk_26_subchunk_1.wav,कमल की trh तरह के,कमल की trh तरह के
5348024557506333_f148_chunk_27_subchunk_1.wav,phool खिले हुए थे,phool खिले हुए थे
5348024557506333_f148_chunk_28_subchunk_1.wav,पल कलर के पिंक कलर के और वाइट कलर के और उन्होंने usmen हंस का भी जोड़ा छोड़ा हुआ tha,पल कलर के पिंक कलर के और वाइट कलर के और उन्होंने usmen हंस का भी जोड़ा छोड़ा हुआ tha
5348024557506333_f148_chunk_29_subchunk_1.wav,और जो भी टूरिस्ट वहाँ पर आते the उन टूरिस्ट को बोटिंग करने को भी मिलता था और उन्होंने,और जो भी टूरिस्ट वहाँ पर आते the उन टूरिस्ट को बोटिंग करने को भी मिलता था और उन्होंने
5348024557506333_f148_chunk_2_subchunk_1.wav,मेरे गाँव का नाम भागुरमे hai और भागुरमे गाँव ऐसा गाँव है,मेरे गाँव का नाम भागुरमे hai और भागुरमे गाँव ऐसा गाँव है
5348024557506333_f148_chunk_30_subchunk_1.wav,एलीफेंट राइडिंग एलीफेंट राइडिंग भी करने के लिए दो एलीफेंट वहाँ पर रखे hue थे,एलीफेंट राइडिंग एलीफेंट राइडिंग भी करने के लिए दो एलीफेंट वहाँ पर रखे hue थे
