verbatim,normalized,duration,scenario,fname,native_language,gender,age_group,native_state,native_district,sp_id,text,lang,task_name,job_category,occupation_domain,occupation,job_type,age-group,qual,qc1_applied
क्या आप फ़ोन नम्बर आठ शून्य एक पाँच तीन पाँच तीन शून्य एक दो आठ के लिए एनएसपी के सभी एनएसपी पर सब्मिट किए गए नवीनीकरण छात्रवृत्ति आवेदनों की सूची बना सकते हैं,क्या आप फ़ोन [Phone] नम्बर [Number] आठ शून्य एक पाँच तीन पाँच तीन शून्य एक दो आठ के लिए एन [N] एस [S] पी [P] के सभी एन [N] एस [S] पी [P] पर सब्मिट [Submit] किए गए नवीनीकरण छात्रवृत्ति आवेदनों की सूची बना सकते हैं,19.704,Read,5348024557504845_f1683_chunk_0_subchunk_1.wav,Bodo,Female,45-60,Assam,Chirang,9600700363548,क्या आप फ़ोन नम्बर आठ शून्य एक पाँच तीन पाँच तीन शून्य एक दो आठ के लिए एन एस पी के सभी एन एस पी पर सब्मिट किए गए नवीनीकरण छात्रवृत्ति आवेदनों की सूची बना सकते हैं,hi,Online government services,Full Time,Education and Research,Teacher,White Collar,45-60,Post Grad + PhD,QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_1_format_conversion
दाए,दाएँ,0.754,Read,5348024557504849_f2211_chunk_0_subchunk_1.wav,Bodo,Female,45-60,Assam,Chirang,9600700363548,दाएँ,hi,Keywords,Full Time,Education and Research,Teacher,White Collar,45-60,Post Grad + PhD,QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_1_format_conversion
बंद,बंद,0.784,Read,5348024557504855_f924_chunk_0_subchunk_1.wav,Bodo,Female,45-60,Assam,Chirang,9600700363548,बंद,hi,Keywords,Full Time,Education and Research,Teacher,White Collar,45-60,Post Grad + PhD,QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation
मैंने हाल ही में [uhh] आजिओ से एक पै एक पेर ऑफ़ पैंट्स लिया था [uhh] बहुत अच्छा है,मैंने हाल ही में [uhh] आजिओ [Ajio] से एक पै एक पेर [Pair] ऑफ़ [Of] पैंट्स [Pants] लिया था [uhh] बहुत अच्छा है,8.319,Extempore,5348024557504857_f129_chunk_0_subchunk_1.wav,Bodo,Female,45-60,Assam,Chirang,9600700363548,मैंने हाल ही में आजिओ से एक पै एक पेर ऑफ़ पैंट्स लिया था बहुत अच्छा है,hi,Product Reviews,Full Time,Education and Research,Teacher,White Collar,45-60,Post Grad + PhD,QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_3_sample_rate_reduction
इसका [uhh] ऑफ़ वाइट कलर का लिया था क्वालिटी बहुत अच्छा है कपड़े का जो क्वालिटी है समर के लिए गर्मी गर्मी के लिए बहुत अच्छा है [inhaling] और बहुत कम्फ़र्टेबल है और इसको पहन के बहुट,इसका [uhh] ऑफ़ [Off] वाइट [White] कलर [Colour] का लिया था क्वालिटी [Quality] बहुत अच्छा है कपड़े का जो क्वालिटी [Quality] है समर [Summer] के लिए गर्मी गर्मी के लिए बहुत अच्छा है [inhaling] और बहुत कम्फ़र्टेबल [Comfortable] है और इसको पहन कर बहुत,14.75,Extempore,5348024557504857_f129_chunk_1_subchunk_1.wav,Bodo,Female,45-60,Assam,Chirang,9600700363548,इसका ऑफ़ वाइट कलर का लिया था क्वालिटी बहुत अच्छा है कपड़े का जो क्वालिटी है समर के लिए गर्मी गर्मी के लिए बहुत अच्छा है और बहुत कम्फ़र्टेबल है और इसको पहन कर बहुत,hi,Product Reviews,Full Time,Education and Research,Teacher,White Collar,45-60,Post Grad + PhD,QC1_4_silence_insertion;QC1_5_upsampling_simulation;QC1_1_format_conversion
मतलब समर में इसको पहन के जाना बहुत कम्फ़र्टेबल फ़ील होता है,मतलब समर [Summer] में इसको पहन कर जाना बहुत कम्फ़र्टेबल [Comfortable] फ़ील [Feel] होता है,4.575,Extempore,5348024557504857_f129_chunk_2_subchunk_1.wav,Bodo,Female,45-60,Assam,Chirang,9600700363548,मतलब समर में इसको पहन कर जाना बहुत कम्फ़र्टेबल फ़ील होता है,hi,Product Reviews,Full Time,Education and Research,Teacher,White Collar,45-60,Post Grad + PhD,QC1_5_upsampling_simulation;QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
सबसे जनप्रिय खेल भारत में वो तो है क्रिकेट,सबसे जनप्रिय खेल भारत में वह तो है क्रिकेट [Cricket],4.671,Extempore,5348024557504866_f130_chunk_0_subchunk_1.wav,Bodo,Female,45-60,Assam,Chirang,9600700363548,सबसे जनप्रिय खेल भारत में वह तो है क्रिकेट,hi,Icebreakers,Full Time,Education and Research,Teacher,White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_1_format_conversion
सचिन तेंदुलकर,सचिन तेंदुलकर,0.831,Extempore,5348024557504866_f130_chunk_10_subchunk_1.wav,Bodo,Female,45-60,Assam,Chirang,9600700363548,सचिन तेंदुलकर,hi,Icebreakers,Full Time,Education and Research,Teacher,White Collar,45-60,Post Grad + PhD,QC1_5_upsampling_simulation;QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
उसके बाद है कबड्डी,उसके बाद है कबड्डी,2.079,Extempore,5348024557504866_f130_chunk_1_subchunk_1.wav,Bodo,Female,45-60,Assam,Chirang,9600700363548,उसके बाद है कबड्डी,hi,Icebreakers,Full Time,Education and Research,Teacher,White Collar,45-60,Post Grad + PhD,QC1_5_upsampling_simulation;QC1_4_silence_insertion;QC1_1_format_conversion
बल्लेबाजी,बल्लेबाजी,0.927,Extempore,5348024557504866_f130_chunk_2_subchunk_1.wav,Bodo,Female,45-60,Assam,Chirang,9600700363548,बल्लेबाजी,hi,Icebreakers,Full Time,Education and Research,Teacher,White Collar,45-60,Post Grad + PhD,QC1_4_silence_insertion;QC1_3_sample_rate_reduction;QC1_5_upsampling_simulation;QC1_1_format_conversion
और,और,0.927,Extempore,5348024557504866_f130_chunk_3_subchunk_1.wav,Bodo,Female,45-60,Assam,Chirang,9600700363548,और,hi,Icebreakers,Full Time,Education and Research,Teacher,White Collar,45-60,Post Grad + PhD,QC1_5_upsampling_simulation;QC1_3_sample_rate_reduction;QC1_4_silence_insertion;QC1_1_format_conversion
