Filename,Transcription,vocab_list
5348024557503245_f587_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,और मैं जब काम के यहां रहती हूँ काम की जगह में वहां पे भी मैं हमेशा अकौनसा आदमी या मेरी जो कली है मेरे कली है वो किस टाइप का काम कर सकते हैं ये मैं अच्छे से जल्दी पहचान सकती हूँ,"['की', 'जगह', 'हमेशा', 'पहचान', 'जब', 'अच्छे', 'किस', 'सकते', 'या', 'है', 'रहती', 'मैं', 'टाइप', 'ये', 'कर', 'भी', 'मेरे', 'हैं', 'सकती', 'अकौनसा', 'वहां', 'के', 'कली', 'काम', 'का', 'वो', 'में', 'से', 'जो', 'हूँ', 'यहां', 'और', 'आदमी', 'मेरी', 'जल्दी', 'पे']"
5348024557503536_f353_chunk_7_subchunk_1_QC1_4_silence_insertion.wav,ा और इसके अलावा अ ये झील में सदियों से जमा हो रहे हैं बीज क शूट ज्ड और आइसोटोप्स अमिटी किपअपरते जानवरों की हड्डिया आदि सब मिल जाते हैं,"['की', 'अमिटी', 'किपअपरते', 'जानवरों', 'इसके', 'आइसोटोप्स', 'जमा', 'जाते', 'शूट', 'ये', 'ज्ड', 'सदियों', 'हैं', 'झील', 'रहे', 'अलावा', 'सब', 'अ', 'में', 'से', 'बीज', 'हो', 'हड्डिया', 'आदि', 'क', 'और', 'ा', 'मिल']"
5348024557503365_f365_chunk_6_subchunk_1_QC1_3_sample_rate_reduction.wav,हमें जो भी अपना मुँड़ आरहा है न उसकी वजह से हम तो खलर मिक्सिंग कर के पेंटिंग खरच सकते हैं और डिजिटल सैनटिंग की तरह,"['की', 'तो', 'सकते', 'मुँड़', 'है', 'उसकी', 'पेंटिंग', 'न', 'आरहा', 'कर', 'भी', 'हैं', 'के', 'से', 'जो', 'हम', 'खलर', 'तरह', 'डिजिटल', 'खरच', 'हमें', 'और', 'मिक्सिंग', 'वजह', 'अपना', 'सैनटिंग']"
5348024557503192_f254_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,की मिरिक्स भी आसान समझने के लिए,"['की', 'समझने', 'के', 'मिरिक्स', 'भी', 'आसान', 'लिए']"
5348024557503660_f269_chunk_2_subchunk_1_QC1_5_upsampling_simulation.wav,अपने ही बेटे को अपने पीठ पे बाँध के,"['को', 'अपने', 'बाँध', 'के', 'बेटे', 'ही', 'पे', 'पीठ']"
5348024557503223_f2011_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,पालन,['पालन']
5348024557503656_f273_chunk_1_subchunk_1_QC1_5_upsampling_simulation.wav,चारल्ज डिकेंस के डेविड कॉपरफील्ड और ऑलीवरटवेस्ट दोनों ही किताबों ने मुझसे बहुत इमोशनल कर दिया था पहला किताब डेविड कॉपरफील्ड वो भी एक बच्चा डेविड जो,"['ने', 'ऑलीवरटवेस्ट', 'मुझसे', 'इमोशनल', 'दोनों', 'कॉपरफील्ड', 'कर', 'भी', 'किताबों', 'बहुत', 'के', 'था', 'वो', 'जो', 'बच्चा', 'किताब', 'दिया', 'डेविड', 'एक', 'और', 'चारल्ज', 'ही', 'पहला', 'डिकेंस']"
5348024557503564_f2215_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,मेरे बैंक ऑफ बरोडा बैंक खाते में कितने पैसे हैं,"['ऑफ', 'पैसे', 'में', 'बरोडा', 'हैं', 'मेरे', 'खाते', 'बैंक', 'कितने']"
5348024557503543_f579_chunk_5_subchunk_1_QC1_4_silence_insertion.wav,क्लास रूम्स अऔरविद्युत उपकरण यह सब कुछ मिलता है जो कि बहुत सी गांवों के शालाओं में वो उपलब्ध नहीं है,"['है', 'यह', 'कुछ', 'उपकरण', 'रूम्स', 'बहुत', 'क्लास', 'के', 'सब', 'वो', 'में', 'जो', 'गांवों', 'मिलता', 'नहीं', 'उपलब्ध', 'अऔरविद्युत', 'सी', 'शालाओं', 'कि']"
5348024557503604_f750_chunk_16_subchunk_1_QC1_5_upsampling_simulation.wav,चावल को भिगों के,"['भिगों', 'को', 'चावल', 'के']"
5348024557503363_f458_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,उगालने के बाद उसने थोड़ा सा चीनी डाल के उसे निक्स करने के बाद,"['सा', 'के', 'डाल', 'उसने', 'उसे', 'निक्स', 'थोड़ा', 'बाद', 'चीनी', 'करने', 'उगालने']"
5348024557503156_f1084_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,कुछ कतनरी के सुझाव दे,"['सुझाव', 'के', 'दे', 'कुछ', 'कतनरी']"
5348024557503499_f1546_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,एक बार हम खाने का ऑर्डर देते हैं तो हमें खाना डिलीवर होने में बिल्कुल कितनी देर लगती है,"['तो', 'कितनी', 'है', 'देते', 'होने', 'लगती', 'हैं', 'का', 'में', 'बार', 'हम', 'खाने', 'डिलीवर', 'ऑर्डर', 'एक', 'हमें', 'खाना', 'बिल्कुल', 'देर']"
5348024557503487_f35_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,वहां कर वहां के जो भी स्थानीय चैरिटी ऑर्गेनाइजेशन्स हैं जैसे कि मैत्री छाहारी और,"['वहां', 'के', 'ऑर्गेनाइजेशन्स', 'स्थानीय', 'मैत्री', 'और', 'छाहारी', 'जो', 'कर', 'जैसे', 'भी', 'कि', 'हैं', 'चैरिटी']"
5348024557503535_f352_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,एीतो सही बात है कि अ सारे मौसम अच्छे होता है,"['बात', 'सही', 'अच्छे', 'होता', 'मौसम', 'अ', 'सारे', 'है', 'एीतो', 'कि']"
5348024557503237_f382_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,सोलापुर कोलापुर नागपुर मुंबई,"['मुंबई', 'सोलापुर', 'नागपुर', 'कोलापुर']"
5348024557503661_f632_chunk_6_subchunk_1_QC1_5_upsampling_simulation.wav,असेंब्ली ऑफ गॉटचॉर्ज मॉडन अकेदमी आ मॉडन गर्ल कैलकट पब्लिक दिल्ली पाब्लिक,"['ऑफ', 'मॉडन', 'असेंब्ली', 'आ', 'कैलकट', 'पाब्लिक', 'अकेदमी', 'दिल्ली', 'गर्ल', 'पब्लिक', 'गॉटचॉर्ज']"
5348024557503409_f30_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,फरवरी,['फरवरी']
5348024557503671_f1099_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,कैलेंडर के लिए अलाम अनुस्मारक लगाएँ,"['अनुस्मारक', 'कैलेंडर', 'के', 'लगाएँ', 'अलाम', 'लिए']"
5348024557503450_f1332_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,मुझे बताएं कि बैंक ऑफ इंडिया में कई बैंक खातों को कैसे लिंक करें और मेरे अपने खातों के बीच पैसे कैसे ट्रांसफर करें,"['ऑफ', 'मुझे', 'लिंक', 'बताएं', 'करें', 'खातों', 'कई', 'मेरे', 'बैंक', 'को', 'के', 'बीच', 'में', 'पैसे', 'अपने', 'और', 'ट्रांसफर', 'इंडिया', 'कैसे', 'कि']"
