age_group,lang,job_type,gender,scenario,age-group,task_name,sp_id,native_language,fname,text,occupation,native_district,occupation_domain,verbatim,duration,qc1_applied,native_state,qual,job_category,normalized
18-30,hi,White Collar,Female,Extempore,18-30,Icebreakers,9720900365812,Marathi,5348024557502778_f403_chunk_6_subchunk_1.wav,ओरिजिनल काम उस पर करा हुआ है जो सालों साल तक चले जैसे साड़ियाँ हों,Project Officer,Yavatmal,Education and Research,ओरिजिनल काम उस पर करा हुआ है जो सालों साल तक चले जैसे साड़ियाँ हो,5.892,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,ओरिजिनल [Original] काम उस पर करा हुआ है जो सालों साल तक चले जैसे साड़ियाँ हों
18-30,hi,White Collar,Female,Extempore,18-30,Icebreakers,9720900365812,Marathi,5348024557502778_f403_chunk_7_subchunk_1.wav,अलग अलग प्रांत के अलग अलग कारीगरी हो,Project Officer,Yavatmal,Education and Research,अलग अलग प्रांत के अलग अलग कारीगरी हो,3.0129375,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,अलग-अलग प्रांत के अलग-अलग कारीगरी हो
18-30,hi,White Collar,Female,Extempore,18-30,Icebreakers,9720900365812,Marathi,5348024557502778_f403_chunk_8_subchunk_1.wav,भले ही वह थोड़ा महंगा क्यों न हो पर उस पर उसकी जो ऑथेंटिसिटी है जो उसके जितना ज़्यादा,Project Officer,Yavatmal,Education and Research,भले ही वो थोड़ा [inhaling] [uhh] महंगा क्यों ना हो पर उसपे उसकी [inhaling] जो ऑथेंटिसिटी है जो उसके [uhh] जितना ज़्यादा,9.872,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,भले ही वह थोड़ा [inhaling] [uhh] महंगा क्यों न हो पर उस पर उसकी [inhaling] जो ऑथेंटिसिटी [Authenticity] है जो उसके [uhh] जितना ज़्यादा
18-30,hi,White Collar,Female,Extempore,18-30,Icebreakers,9720900365812,Marathi,5348024557502778_f403_chunk_9_subchunk_1.wav,सच्चा काम और जितना ज़्यादा रियल क्वालिटी का कपड़ा उतना,Project Officer,Yavatmal,Education and Research,सच्चा काम और जितना ज़्यादा रियल क्वालिटी का कपड़ा उतना,5.054,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,सच्चा काम और जितना ज़्यादा रियल [Real] क्वालिटी [Quality] का कपड़ा उतना
18-30,hi,White Collar,Female,Extempore,18-30,Humanities and culture,9720900365812,Marathi,5348024557502784_f400_chunk_0_subchunk_1.wav,मुझे लगता है कोई भी जो कला है उसमें उतनी ताकत होती है की जो देखने वाला है उसके,Project Officer,Yavatmal,Education and Research,मुझे लगता है कोई भी जो कला है [uhh] उसमें उतनी ताकत होती है की जो देखने वाला है उसके,9.279,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,मुझे लगता है कोई भी जो कला है [uhh] उसमें उतनी ताकत होती है की जो देखने वाला है उसके
18-30,hi,White Collar,Female,Extempore,18-30,Humanities and culture,9720900365812,Marathi,5348024557502784_f400_chunk_10_subchunk_1.wav,बहुत बारी इंसान के,Project Officer,Yavatmal,Education and Research,बहुत बारी इंसान के,3.423,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,बहुत बारी इंसान के
18-30,hi,White Collar,Female,Extempore,18-30,Humanities and culture,9720900365812,Marathi,5348024557502784_f400_chunk_11_subchunk_1.wav,दिल को या दिमाग को कोई एक,Project Officer,Yavatmal,Education and Research,दिल को [uhh] या दिमाग को कोई एक,3.6519375,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,दिल को [uhh] या दिमाग को कोई एक
18-30,hi,White Collar,Female,Extempore,18-30,Humanities and culture,9720900365812,Marathi,5348024557502784_f400_chunk_12_subchunk_1.wav,जो चीज़ उसने देखी हुई हो कहीं पर उसकी याद दिलाता है,Project Officer,Yavatmal,Education and Research,जो चीज़ उसने देखी हुई हो कहीं पे उसकी याद दिलाता है,4.958,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,जो चीज़ उसने देखी हुई हो कहीं पर उसकी याद दिलाता है
18-30,hi,White Collar,Female,Extempore,18-30,Humanities and culture,9720900365812,Marathi,5348024557502784_f400_chunk_13_subchunk_1.wav,तो एज़ अ पेंटर मुझे यह लगता है की मेरा मैंने जो भी आज तक चित्र बनाये हैं वह ज़्यादातर आसमान और पहाड़ और,Project Officer,Yavatmal,Education and Research,तो एज़ अ पेंटर मुझे ये लगता है की मेरा मैंने जो भी आज तक चित्र बनाये हैं वो ज़्यादातर आसमान और पहाड़ और,12.063,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,तो एज़ [As] अ [A] पेंटर [Painter] मुझे यह लगता है की मेरा मैंने जो भी आज तक चित्र बनाये हैं वह ज़्यादातर आसमान और पहाड़ और
18-30,hi,White Collar,Female,Extempore,18-30,Humanities and culture,9720900365812,Marathi,5348024557502784_f400_chunk_14_subchunk_1.wav,तालाब और नदी इन सारी नैसर्गिक चीज़ों के है और जब भी यह किसी मेरे दोस्तों ने या फिर किसी ने भी अभी जब भी देखे हो उन्हें वह देख कर किसी दृश्य की याद आई या किसी मूमेंट की याद आई जो उन्होंने पहले जिया हुआ है,Project Officer,Yavatmal,Education and Research,तालाब और नदी इन सारी नैसर्गिक चीज़ों के है और जब भी ये किसी मेरे दोस्तों ने या फिर किसी ने भी अभी जब भी देखे हो उन्हें वो देख कर किसी [uhh] दृश्य की याद आई या किसी [uhh] मूमेंट की याद आई जो उन्होंने पहले जिया हुआ है,19.343,QC1_1_format_conversion,Maharashtra,Post Grad + PhD,Full Time,तालाब और नदी इन सारी नैसर्गिक चीज़ों के है और जब भी यह किसी मेरे दोस्तों ने या फिर किसी ने भी अभी जब भी देखे हो उन्हें वह देख कर किसी [uhh] दृश्य की याद आई या किसी [uhh] मूमेंट [Moment] की याद आई जो उन्होंने पहले जिया हुआ है
