verbatim,normalized,duration,scenario,fname,native_language,gender,age_group,native_state,native_district,sp_id,text,lang,task_name,job_category,occupation_domain,occupation,job_type,age-group,qual,qc1_applied
वो भाषण देते हैं कुछ कुछ लोग कुछ कुछ लोग हिंदी भाषा में देते हैं [inhaling] और,वह भाषण देते हैं कुछ-कुछ लोग कुछ-कुछ लोग हिंदी भाषा में देते हैं [inhaling] और,5.727,Extempore,5348024557503765_f215_chunk_41_subchunk_1.wav,Nepali,Male,18-30,West Bengal,Kalimpong,8176500317052,वह भाषण देते हैं कुछ कुछ लोग कुछ कुछ लोग हिंदी भाषा में देते हैं और,hi,Icebreakers,Part Time,Education and Research,Teaching,Blue Collar,18-30,Post Grad + PhD,QC1_1_format_conversion+QC1_2_corrupt_simulation
हाँ,हाँ,0.543,Extempore,5348024557503765_f215_chunk_42_subchunk_1.wav,Nepali,Male,18-30,West Bengal,Kalimpong,8176500317052,हाँ,hi,Icebreakers,Part Time,Education and Research,Teaching,Blue Collar,18-30,Post Grad + PhD,QC1_1_format_conversion+QC1_2_corrupt_simulation
ऐसे ही जो [uhh] इफोर्ट्स जो भारतवासी जो अपना सचेत जो है हिंदी भाषा के लिए जो सचेत नागारिक के लिए सचेत नागारिक [inhaling] ऐसा और और भी [uhh] कुछ प्रमोट कर रहे हैं और भी और,ऐसे ही जो [uhh] इफोर्ट्स [Efforts] जो भारतवासी जो अपना सचेत जो है हिंदी भाषा के लिए जो सचेत नागरिक के लिए सचेत नागरिक [inhaling] ऐसा और और भी [uhh] कुछ प्रमोट [Promote] कर रहे हैं और भी और,13.407,Extempore,5348024557503765_f215_chunk_43_subchunk_1.wav,Nepali,Male,18-30,West Bengal,Kalimpong,8176500317052,ऐसे ही जो इफोर्ट्स जो भारतवासी जो अपना सचेत जो है हिंदी भाषा के लिए जो सचेत नागरिक के लिए सचेत नागरिक ऐसा और और भी कुछ प्रमोट कर रहे हैं और भी और,hi,Icebreakers,Part Time,Education and Research,Teaching,Blue Collar,18-30,Post Grad + PhD,QC1_1_format_conversion+QC1_4_silence_insertion
और एफ़र्ट कर रहा है की हिंदी भाषा का संरकषण करने के लिए कर रहा है जैसे की,और एफ़र्ट [Effort] कर रहा है की हिंदी भाषा का संरक्षण करने के लिए कर रहा है जैसे की,5.246,Extempore,5348024557503765_f215_chunk_44_subchunk_1.wav,Nepali,Male,18-30,West Bengal,Kalimpong,8176500317052,और एफ़र्ट कर रहा है की हिंदी भाषा का संरक्षण करने के लिए कर रहा है जैसे की,hi,Icebreakers,Part Time,Education and Research,Teaching,Blue Collar,18-30,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
अभी तो डिजिटल ज़माना है डिजिटल ज़माने के ज़माने में,अभी तो डिजिटल [Digital] ज़माना है डिजिटल ज़माने के ज़माने में,3.265,Extempore,5348024557503765_f215_chunk_45_subchunk_1.wav,Nepali,Male,18-30,West Bengal,Kalimpong,8176500317052,अभी तो डिजिटल ज़माना है डिजिटल ज़माने के ज़माने में,hi,Icebreakers,Part Time,Education and Research,Teaching,Blue Collar,18-30,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_5_upsampling_simulation
अभी आर्टिफिशियल इंटेलिजेंस जो हिंदी भाषा के लिए भी काम हो रहा है हिंदी भाषा,अभी आर्टिफिशियल [Artificial] इंटेलिजेंस [Intelligence] जो हिंदी भाषा के लिए भी काम हो रहा है हिंदी भाषा,5.247,Extempore,5348024557503765_f215_chunk_46_subchunk_1.wav,Nepali,Male,18-30,West Bengal,Kalimpong,8176500317052,अभी आर्टिफिशियल इंटेलिजेंस जो हिंदी भाषा के लिए भी काम हो रहा है हिंदी भाषा,hi,Icebreakers,Part Time,Education and Research,Teaching,Blue Collar,18-30,Post Grad + PhD,QC1_1_format_conversion+QC1_4_silence_insertion
कोश्चन अन्सर करने के लिए [inhaling] जैसे अब हम हम देखते हैं कि [uhh] गूगल पे सर्च करो तो,कोश्चन [Question] अन्सर [Answer] करने के लिए [inhaling] जैसे अब हम हम देखते हैं कि [uhh] गूगल [Google] पर सर्च [Search] करो तो,5.727,Extempore,5348024557503765_f215_chunk_47_subchunk_1.wav,Nepali,Male,18-30,West Bengal,Kalimpong,8176500317052,कोश्चन अन्सर करने के लिए जैसे अब हम हम देखते हैं कि गूगल पर सर्च करो तो,hi,Icebreakers,Part Time,Education and Research,Teaching,Blue Collar,18-30,Post Grad + PhD,QC1_4_silence_insertion+QC1_5_upsampling_simulation
हिंदी भाषा इंग्लिश भाषा [uhh] जो भी भाषा हो जो भी भाषा से हिंदी भाषा में भी,हिंदी भाषा इंग्लिश [English] भाषा [uhh] जो भी भाषा हो जो भी भाषा से हिंदी भाषा में भी,5.439,Extempore,5348024557503765_f215_chunk_48_subchunk_1.wav,Nepali,Male,18-30,West Bengal,Kalimpong,8176500317052,हिंदी भाषा इंग्लिश भाषा जो भी भाषा हो जो भी भाषा से हिंदी भाषा में भी,hi,Icebreakers,Part Time,Education and Research,Teaching,Blue Collar,18-30,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
हम लोग ट्रांसलेट कर सकते हैं गूगल में देखो तो मोबाइल में हिंदी भाषा,हम लोग ट्रांसलेट [Translate] कर सकते हैं गूगल [Google] में देखो तो मोबाइल [Mobile] में हिंदी भाषा,4.094,Extempore,5348024557503765_f215_chunk_49_subchunk_1.wav,Nepali,Male,18-30,West Bengal,Kalimpong,8176500317052,हम लोग ट्रांसलेट कर सकते हैं गूगल में देखो तो मोबाइल में हिंदी भाषा,hi,Icebreakers,Part Time,Education and Research,Teaching,Blue Collar,18-30,Post Grad + PhD,QC1_4_silence_insertion+QC1_5_upsampling_simulation
दिया है जैसा लग रहा है क्योंकि अभी तो वेस्टर्न कल्चर का जो वेस्टर्न कल्चर का प्रभाव इधर आ रहा है भारत देश में [uhh] ब्रिटिश कालीन,दिया है जैसा लग रहा है क्योंकि अभी तो वेस्टर्न [Western] कल्चर [Culture] का जो वेस्टर्न [Western] कल्चर [Culture] का प्रभाव इधर आ रहा है भारत देश में [uhh] ब्रिटिश [British] कालीन,8.836,Extempore,5348024557503765_f215_chunk_4_subchunk_1.wav,Nepali,Male,18-30,West Bengal,Kalimpong,8176500317052,दिया है जैसा लग रहा है क्योंकि अभी तो वेस्टर्न कल्चर का जो वेस्टर्न कल्चर का प्रभाव इधर आ रहा है भारत देश में ब्रिटिश कालीन,hi,Icebreakers,Part Time,Education and Research,Teaching,Blue Collar,18-30,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
