Filename,Indiconformer_Hypothesis,vocab_list
5348024557503664_f502_chunk_2_subchunk_1_QC1_5_upsampling_simulation.wav,और मैंने कभी कोई ट्रेडिशनल कपड़े बनाने की भी कोशिश नहीं की है मैंने हमेशा खरीदी हुई कपड़े मतलब रेडीमेंट कपड़े ही पहने हैं और अगर कुज भी बनवाना हो तो एकदो कपड़े एकदो कुर्ती मैंने बनवाई थी दर्जी से,"['रेडीमेंट', 'थी', 'अगर', 'और', 'से', 'हमेशा', 'कुर्ती', 'मतलब', 'कभी', 'बनवाना', 'पहने', 'कुज', 'ही', 'कपड़े', 'तो', 'हैं', 'बनाने', 'कोशिश', 'नहीं', 'है', 'मैंने', 'बनवाई', 'हो', 'कोई', 'खरीदी', 'हुई', 'ट्रेडिशनल', 'एकदो', 'भी', 'दर्जी', 'की']"
5348024557503524_f581_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,फरखे दोनों में,"['दोनों', 'फरखे', 'में']"
5348024557503570_f1929_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,क्या आप राज्य उत्तर प्रदेश में केद्र प्रकार रिजनल ऑफिस वाले ईएसआईसी केंद्रों के ढूंढने में मद कर सकते हैं,"['प्रकार', 'के', 'रिजनल', 'सकते', 'ईएसआईसी', 'प्रदेश', 'केद्र', 'कर', 'क्या', 'हैं', 'वाले', 'मद', 'आप', 'में', 'ऑफिस', 'राज्य', 'केंद्रों', 'उत्तर', 'ढूंढने']"
5348024557503555_f1924_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,क्या कोई भी हाल ही में ईमेल है,"['ही', 'ईमेल', 'कोई', 'में', 'भी', 'हाल', 'है', 'क्या']"
5348024557502806_f1539_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,क्या मुझे टुरं बरिगाड़ मस्कोई तो रिपेलेट मिल सकती है,"['टुरं', 'तो', 'सकती', 'मस्कोई', 'मुझे', 'बरिगाड़', 'रिपेलेट', 'है', 'मिल', 'क्या']"
5348024557503725_f1690_chunk_2_subchunk_1_QC1_5_upsampling_simulation.wav,ऑडर करके अपनी जाहस से मालबेचने की लागत,"['ऑडर', 'लागत', 'अपनी', 'से', 'करके', 'मालबेचने', 'की', 'जाहस']"
5348024557502778_f403_chunk_14_subchunk_1_QC1_1_format_conversion.mp3,एकएक हफ्ते में अ जो फैशन के ब्रैंड्स हैं उनके जो दुकान हैं वहां पे हर अजॉइक,"['हर', 'फैशन', 'के', 'जो', 'ब्रैंड्स', 'हैं', 'एकएक', 'वहां', 'उनके', 'अजॉइक', 'पे', 'दुकान', 'में', 'अ', 'हफ्ते']"
5348024557502778_f403_chunk_31_subchunk_1_QC1_1_format_conversion.mp3,रोज के जो कपड़े है वो मैं आ मॉल में खरीदना चेन्नई में एटलिस्ट पसंद करती हूं,"['खरीदना', 'कपड़े', 'के', 'रोज', 'जो', 'पसंद', 'चेन्नई', 'मॉल', 'करती', 'हूं', 'वो', 'में', 'मैं', 'आ', 'है', 'एटलिस्ट']"
5348024557502778_f403_chunk_16_subchunk_1_QC1_1_format_conversion.wav,सिलेक्शन या समर का सिलेक्शन ऐसा जवेक वेस्टर्न औ एक पाश्चिमात्य,"['पाश्चिमात्य', 'वेस्टर्न', 'एक', 'औ', 'ऐसा', 'जवेक', 'समर', 'सिलेक्शन', 'या', 'का']"
5348024557503661_f632_chunk_12_subchunk_1_QC1_5_upsampling_simulation.wav,ह इलेवन ट्वेल्फ में ज्यादातर लोग साइनस ही लेते हैं साइन से प्रेशर करते हैं,"['ज्यादातर', 'साइनस', 'ही', 'साइन', 'हैं', 'करते', 'इलेवन', 'प्रेशर', 'में', 'से', 'ह', 'ट्वेल्फ', 'लेते', 'लोग']"
5348024557503208_f952_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,नवीनतम ईमेल दिखाए,"['नवीनतम', 'दिखाए', 'ईमेल']"
5348024557503728_f1164_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,प्रत्येक बिंदु के लिए सर्वर केंद्रचिन्ना और किनारे के बीच आधरेखा के पीछे शुरू होता है,"['बिंदु', 'पीछे', 'के', 'होता', 'बीच', 'किनारे', 'आधरेखा', 'प्रत्येक', 'लिए', 'केंद्रचिन्ना', 'शुरू', 'सर्वर', 'और', 'है']"
5348024557503365_f365_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,द सॉफ्टवेर और ऐप के बारे में बताने है पेंटिंग में तो मैंने दुबारा कोरल ड्रॉमंक्वाई किया था,"['के', 'सॉफ्टवेर', 'मैंने', 'दुबारा', 'तो', 'किया', 'कोरल', 'पेंटिंग', 'ड्रॉमंक्वाई', 'था', 'द', 'बताने', 'ऐप', 'में', 'और', 'बारे', 'है']"
5348024557502897_f251_chunk_3_subchunk_1_QC1_1_format_conversion.mp3,इस प्रोजेक्ट का उद्घाटन एक महत्वपूर्ण कदम माना जा रहा है,"['महत्वपूर्ण', 'एक', 'इस', 'रहा', 'कदम', 'जा', 'प्रोजेक्ट', 'का', 'माना', 'है', 'उद्घाटन']"
5348024557503306_f721_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,कभीकभी मुझे ऐसी किताबें भी मिल जाती है जिनको समझना काफी मुश्किल पड़ता हैकुछ किताबें ऐसी होती है जो हमारी बुद्वि तक कोई हिला डालती है,"['हमारी', 'जो', 'जाती', 'भी', 'हिला', 'पड़ता', 'बुद्वि', 'समझना', 'मुश्किल', 'काफी', 'जिनको', 'होती', 'मिल', 'कभीकभी', 'ऐसी', 'किताबें', 'है', 'कोई', 'मुझे', 'तक', 'हैकुछ', 'डालती']"
5348024557502825_f1553_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,असहमत,['असहमत']
5348024557503604_f750_chunk_6_subchunk_1_QC1_5_upsampling_simulation.wav,ये क्या फेकैलिबोंग है जहाँ पर भी ये सारे मिलते हैं और,"['पर', 'हैं', 'ये', 'सारे', 'मिलते', 'जहाँ', 'भी', 'और', 'है', 'फेकैलिबोंग', 'क्या']"
5348024557502778_f403_chunk_11_subchunk_1_QC1_1_format_conversion.wav,फास्ट फैशन आए है और जो ब्रांड्स है जो सारी कंपनियां हैं जो फैशन को प्रमोट करते है वो,"['फैशन', 'आए', 'जो', 'हैं', 'फास्ट', 'को', 'प्रमोट', 'करते', 'वो', 'ब्रांड्स', 'सारी', 'और', 'है', 'कंपनियां']"
5348024557503596_f133_chunk_4_subchunk_1_QC1_5_upsampling_simulation.wav,मैं अपने पास में मां पापा और मेरी बुआ जो हमारे साथ रहती है मैं उनको बिठाके सिर्फ उनसे बातें करती हूँ मतलब इसलिए,"['हूँ', 'पापा', 'मां', 'जो', 'अपने', 'मैं', 'इसलिए', 'पास', 'मतलब', 'बातें', 'हमारे', 'बिठाके', 'रहती', 'करती', 'सिर्फ', 'में', 'बुआ', 'है', 'उनसे', 'उनको', 'मेरी', 'साथ', 'और']"
5348024557503487_f35_chunk_3_subchunk_1_QC1_4_silence_insertion.wav,हर अभिहीन जो भी होमलिस लोग हैं उनको फिर से पुनर्निवास करवाने के लिए काम करती ह इसके अलावा बहुत सारे कई गर्मेंट की अदी हुई,"['पुनर्निवास', 'के', 'कई', 'जो', 'होमलिस', 'से', 'अलावा', 'हर', 'गर्मेंट', 'लिए', 'बहुत', 'इसके', 'हैं', 'करती', 'ह', 'लोग', 'उनको', 'हुई', 'फिर', 'सारे', 'अभिहीन', 'काम', 'भी', 'करवाने', 'की', 'अदी']"
